Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Product_ID,Product_Name,Category,Subcategory,Province,Region_Group,City,Channel,Payment_Method,Ship_Mode,Quantity,Unit_Price_USD,Discount,Gross_Sales_USD,Discount_Amount_USD,Net_Sales_USD,Unit_Cost_USD,Total_Cost_USD,Profit_USD,Profit_Margin,Delivery_Days,Return_Status
ORD100197,2024-02-22,2024-02-24,C0338,Precious Nkosi,Small Business,P1015,Desk Organiser,Office Supplies,Desk Accessories,Free State,Inland,Bloemfontein,Online,EFT,Standard,1,12.51,0.05,12.51,0.63,11.88,6.84,6.84,5.04,0.4242,2,Not Returned
ORD100198,2024-09-20,2024-09-23,C0316,Farai Mthembu,Small Business,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Gauteng,Inland,Soweto,Online,Cash,Standard,1,23.46,0.05,23.46,1.17,22.29,13.34,13.34,8.95,0.4015,3,Not Returned
ORD100199,2024-04-15,2024-04-19,C0426,Nokuthula Mthembu,Corporate,P1016,Stapler Heavy Duty,Office Supplies,Desk Accessories,Western Cape,Coastal,Bellville,Online,Card,Standard,1,8.7,0.0,8.7,0.0,8.7,4.61,4.61,4.09,0.4701,4,Not Returned
ORD100200,2023-06-12,2023-06-16,C0262,Mpho Ndlovu,Corporate,P1015,Desk Organiser,Office Supplies,Desk Accessories,Limpopo,Inland,Thohoyandou,Retail Store,Card,Standard,3,12.34,0.15,37.02,5.55,31.47,7.05,21.15,10.32,0.3279,4,Not Returned
ORD100201,2024-06-20,2024-06-22,C0231,Blessing Maseko,Consumer,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,Gauteng,Inland,Midrand,Retail Store,Cash,Express,1,110.87,0.05,110.87,5.54,105.33,69.92,69.92,35.41,0.3362,2,Not Returned
ORD100202,2023-12-25,2023-12-29,C0353,Tariro Khumalo,Small Business,P1024,Reception Chair,Furniture,Chairs,Gauteng,Inland,Midrand,Retail Store,Cash,Standard,1,51.92,0.0,51.92,0.0,51.92,34.19,34.19,17.73,0.3415,4,Not Returned
ORD100203,2023-03-10,2023-03-15,C0415,Tendai Maseko,Consumer,P1011,Premium Notebook,Office Supplies,Paper & Stationery,Western Cape,Coastal,Stellenbosch,Retail Store,EFT,Standard,3,4.84,0.1,14.52,1.45,13.07,2.52,7.56,5.51,0.4216,5,Not Returned
ORD100204,2023-01-01,2023-01-04,C0457,Sipho Khumalo,Consumer,P1034,Laptop Backpack,Apparel,Bags,Western Cape,Coastal,Stellenbosch,Online,Card,Express,2,32.17,0.0,64.34,0.0,64.34,17.23,34.46,29.88,0.4644,3,Not Returned
ORD100205,2023-06-12,2023-06-16,C0273,Sibusiso Moyo,Corporate,P1010,A4 Copy Paper Box,Office Supplies,Paper & Stationery,KwaZulu-Natal,Coastal,Pietermaritzburg,Retail Store,EFT,Standard,3,25.88,0.1,77.64,7.76,69.88,14.78,44.34,25.54,0.3655,4,Not Returned
ORD100206,2024-07-20,2024-07-24,C0260,Nandi Mokoena,Consumer,P1027,Toaster 4 Slice,Home & Kitchen,Small Appliances,Gauteng,Inland,Midrand,Retail Store,Card,Standard,4,38.92,0.1,155.68,15.57,140.11,23.66,94.64,45.47,0.3245,4,Not Returned
ORD100207,2023-08-07,2023-08-11,C0209,Thabo Maseko,Consumer,P1029,Cookware Set,Home & Kitchen,Cookware,Gauteng,Inland,Soweto,Online,EFT,Standard,3,85.55,0.0,256.65,0.0,256.65,51.3,153.9,102.75,0.4004,4,Not Returned
ORD100208,2024-05-27,2024-06-02,C0162,Farai Mabena,Small Business,P1031,Corporate Shirt,Apparel,Workwear,KwaZulu-Natal,Coastal,Pinetown,Online,Card,Collection,4,15.64,0.05,62.56,3.13,59.43,6.77,27.08,32.35,0.5443,6,Not Returned
ORD100209,2025-08-01,2025-08-03,C0276,Brian Ndlovu,Corporate,P1006,Keyboard Combo,Technology,Accessories,Northern Cape,Inland,Upington,Online,Card,Collection,2,24.04,0.0,48.08,0.0,48.08,13.66,27.32,20.76,0.4318,2,Not Returned
ORD100210,2024-03-27,2024-03-30,C0077,Thabo Williams,Corporate,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,KwaZulu-Natal,Coastal,Umhlanga,Call Centre,EFT,Standard,2,24.04,0.0,48.08,0.0,48.08,14.05,28.1,19.98,0.4156,3,Not Returned
ORD100211,2024-06-23,2024-06-27,C0480,Nandi Naidoo,Small Business,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,KwaZulu-Natal,Coastal,Durban,Corporate Account,Card,Collection,2,41.22,0.05,82.44,4.12,78.32,24.21,48.42,29.9,0.3818,4,Not Returned
ORD100212,2025-09-02,2025-09-06,C0424,Nokuthula Maseko,Consumer,P1017,Lever Arch File Pack,Office Supplies,Filing,Free State,Inland,Sasolburg,Online,Cash,Collection,10,8.58,0.15,85.8,12.87,72.93,3.77,37.7,35.23,0.4831,4,Not Returned
ORD100213,2024-01-25,2024-01-27,C0157,Brian Mabena,Consumer,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,Eastern Cape,Coastal,Mthatha,Corporate Account,Card,Standard,5,40.87,0.0,204.35,0.0,204.35,24.19,120.95,83.4,0.4081,2,Not Returned
ORD100214,2024-05-26,2024-05-30,C0015,Zanele Nkosi,Consumer,P1011,Premium Notebook,Office Supplies,Paper & Stationery,North West,Inland,Mahikeng,Online,Card,Same Day,1,4.46,0.05,4.46,0.22,4.24,2.6,2.6,1.64,0.3868,4,Not Returned
ORD100215,2025-10-05,2025-10-06,C0032,Brian Mahlangu,Corporate,P1031,Corporate Shirt,Apparel,Workwear,Free State,Inland,Sasolburg,Online,EFT,Express,4,15.46,0.1,61.84,6.18,55.66,7.11,28.44,27.22,0.489,1,Not Returned
ORD100216,2025-10-05,2025-10-06,C0212,Tendai Williams,Corporate,P1008,External SSD 1TB,Technology,Storage,Western Cape,Coastal,Bellville,Online,Card,Express,1,74.41,0.1,74.41,7.44,66.97,44.09,44.09,22.88,0.3416,1,Not Returned
ORD100217,2025-11-12,2025-11-16,C0208,Mpho Mthembu,Small Business,P1025,Microwave 30L,Home & Kitchen,Appliances,Eastern Cape,Coastal,East London,Online,Cash,Standard,2,86.75,0.0,173.5,0.0,173.5,58.37,116.74,56.76,0.3271,4,Not Returned
ORD100218,2023-03-08,2023-03-13,C0352,Nandi Sibanda,Corporate,P1002,Laptop Lite 13,Technology,Laptops,Free State,Inland,Bloemfontein,Online,Mobile Money,Express,2,521.92,0.0,1043.84,0.0,1043.84,370.45,740.9,302.94,0.2902,5,Not Returned
ORD100219,2025-07-31,2025-08-07,C0133,Nokuthula Naidoo,Small Business,P1002,Laptop Lite 13,Technology,Laptops,KwaZulu-Natal,Coastal,Pietermaritzburg,Online,Card,Standard,1,508.08,0.0,508.08,0.0,508.08,350.6,350.6,157.48,0.31,7,Not Returned
ORD100220,2024-11-01,2024-11-05,C0043,Precious Khumalo,Consumer,P1035,Rain Jacket,Apparel,Outerwear,KwaZulu-Natal,Coastal,Pietermaritzburg,Online,Card,Standard,2,37.94,0.0,75.88,0.0,75.88,19.83,39.66,36.22,0.4773,4,Not Returned
ORD100221,2025-05-08,2025-05-10,C0138,Farai Naidoo,Consumer,P1032,Safety Shoes,Apparel,Footwear,Gauteng,Inland,Johannesburg,Online,Card,Standard,1,41.62,0.1,41.62,4.16,37.46,28.56,28.56,8.9,0.2376,2,Not Returned
ORD100222,2024-04-13,2024-04-16,C0208,Mpho Mthembu,Small Business,P1034,Laptop Backpack,Apparel,Bags,Eastern Cape,Coastal,East London,Retail Store,Cash,Standard,5,30.49,0.1,152.45,15.24,137.21,16.84,84.2,53.01,0.3863,3,Not Returned
ORD100223,2023-11-03,2023-11-08,C0125,Brian Dube,Small Business,P1002,Laptop Lite 13,Technology,Laptops,Western Cape,Coastal,Cape Town,Online,Mobile Money,Express,3,507.86,0.0,1523.58,0.0,1523.58,370.71,1112.13,411.45,0.2701,5,Not Returned
ORD100224,2025-12-29,2025-12-30,C0446,Kabelo Mathebula,Small Business,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Limpopo,Inland,Tzaneen,Retail Store,EFT,Standard,5,117.17,0.05,585.85,29.29,556.56,74.43,372.15,184.41,0.3313,1,Not Returned
ORD100225,2025-11-01,2025-11-03,C0311,Kudzai Chuma,Small Business,P1005,Wireless Mouse,Technology,Accessories,KwaZulu-Natal,Coastal,Durban,Corporate Account,Card,Standard,1,9.59,0.0,9.59,0.0,9.59,5.36,5.36,4.23,0.4411,2,Not Returned
ORD100226,2024-06-11,2024-06-14,C0234,Precious Mahlangu,Small Business,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Western Cape,Coastal,Bellville,Retail Store,EFT,Express,1,21.71,0.1,21.71,2.17,19.54,14.32,14.32,5.22,0.2671,3,Not Returned
ORD100227,2023-12-24,2023-12-27,C0011,Blessing Mthembu,Consumer,P1029,Cookware Set,Home & Kitchen,Cookware,Gauteng,Inland,Johannesburg,Retail Store,Cash,Standard,2,76.86,0.05,153.72,7.69,146.03,45.15,90.3,55.73,0.3816,3,Not Returned
ORD100228,2023-06-10,2023-06-13,C0350,Sipho Gumede,Corporate,P1001,Laptop Pro 14,Technology,Laptops,Limpopo,Inland,Tzaneen,Online,Card,Collection,2,694.16,0.0,1388.32,0.0,1388.32,477.98,955.96,432.36,0.3114,3,Not Returned
ORD100229,2024-11-21,2024-11-24,C0071,Tariro Maseko,Small Business,P1009,HDMI Cable,Technology,Accessories,North West,Inland,Klerksdorp,Corporate Account,Card,Standard,1,6.0,0.05,6.0,0.3,5.7,2.86,2.86,2.84,0.4982,3,Not Returned
ORD100230,2024-10-04,2024-10-08,C0381,Kabelo Sibanda,Consumer,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,Western Cape,Coastal,George,Retail Store,Card,Standard,2,39.79,0.0,79.58,0.0,79.58,24.04,48.08,31.5,0.3958,4,Not Returned
ORD100231,2025-01-13,2025-01-14,C0386,Nandi Chuma,Consumer,P1031,Corporate Shirt,Apparel,Workwear,Limpopo,Inland,Thohoyandou,Online,Card,Express,1,15.04,0.05,15.04,0.75,14.29,6.92,6.92,7.37,0.5157,1,Not Returned
ORD100232,2024-05-30,2024-06-03,C0157,Brian Mabena,Consumer,P1011,Premium Notebook,Office Supplies,Paper & Stationery,Eastern Cape,Coastal,Mthatha,Online,Card,Standard,5,4.85,0.0,24.25,0.0,24.25,2.46,12.3,11.95,0.4928,4,Not Returned
ORD100233,2025-08-27,2025-08-31,C0149,Lerato Mokoena,Small Business,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,Eastern Cape,Coastal,Gqeberha,Corporate Account,Card,Standard,2,109.39,0.05,218.78,10.94,207.84,67.21,134.42,73.42,0.3533,4,Not Returned
ORD100234,2024-12-09,2024-12-15,C0441,Brian Sibanda,Consumer,P1004,Chromebook Edu,Technology,Laptops,Gauteng,Inland,Midrand,Retail Store,Card,Standard,2,288.6,0.1,577.2,57.72,519.48,233.76,467.52,51.96,0.1,6,Not Returned
ORD100235,2024-11-12,2024-11-14,C0068,Nandi Naidoo,Consumer,P1035,Rain Jacket,Apparel,Outerwear,KwaZulu-Natal,Coastal,Umhlanga,Corporate Account,Mobile Money,Standard,4,38.85,0.0,155.4,0.0,155.4,20.16,80.64,74.76,0.4811,2,Not Returned
ORD100236,2023-10-04,2023-10-08,C0236,Thabo Khumalo,Small Business,P1032,Safety Shoes,Apparel,Footwear,KwaZulu-Natal,Coastal,Pinetown,Retail Store,EFT,Express,2,44.0,0.0,88.0,0.0,88.0,27.22,54.44,33.56,0.3814,4,Not Returned
ORD100237,2025-06-09,2025-06-11,C0237,Nandi Mokoena,Corporate,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Limpopo,Inland,Thohoyandou,Online,EFT,Collection,1,106.9,0.2,106.9,21.38,85.52,74.24,74.24,11.28,0.1319,2,Not Returned
ORD100238,2025-06-23,2025-06-26,C0051,Precious Moyo,Corporate,P1015,Desk Organiser,Office Supplies,Desk Accessories,KwaZulu-Natal,Coastal,Durban,Online,EFT,Express,1,13.48,0.05,13.48,0.67,12.81,7.32,7.32,5.49,0.4286,3,Not Returned
ORD100239,2023-10-07,2023-10-11,C0040,Kabelo Moyo,Small Business,P1009,HDMI Cable,Technology,Accessories,Gauteng,Inland,Midrand,Call Centre,Mobile Money,Standard,2,6.01,0.0,12.02,0.0,12.02,3.01,6.02,6.0,0.4992,4,Returned
ORD100240,2023-01-19,2023-01-23,C0184,Nokuthula Nkosi,Consumer,P1017,Lever Arch File Pack,Office Supplies,Filing,Limpopo,Inland,Thohoyandou,Corporate Account,EFT,Standard,1,8.52,0.05,8.52,0.43,8.09,3.98,3.98,4.11,0.508,4,Not Returned
ORD100241,2025-06-14,2025-06-19,C0098,Farai Mahlangu,Consumer,P1004,Chromebook Edu,Technology,Laptops,Western Cape,Coastal,Stellenbosch,Online,Card,Standard,1,277.01,0.2,277.01,55.4,221.61,210.88,210.88,10.73,0.0484,5,Not Returned
ORD100242,2025-05-14,2025-05-15,C0397,Kabelo Sibanda,Corporate,P1001,Laptop Pro 14,Technology,Laptops,Mpumalanga,Inland,Emalahleni,Retail Store,EFT,Standard,3,615.37,0.1,1846.11,184.61,1661.5,506.55,1519.65,141.85,0.0854,1,Not Returned
ORD100243,2025-12-25,2025-12-28,C0054,Brian Naidoo,Small Business,P1012,Ballpoint Pen Pack,Office Supplies,Paper & Stationery,Mpumalanga,Inland,Mbombela,Online,Card,Express,5,3.96,0.0,19.8,0.0,19.8,2.07,10.35,9.45,0.4773,3,Not Returned
ORD100244,2025-07-16,2025-07-20,C0353,Tariro Khumalo,Small Business,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Gauteng,Inland,Midrand,Online,Card,Standard,4,112.48,0.05,449.92,22.5,427.42,69.34,277.36,150.06,0.3511,4,Not Returned
ORD100245,2024-01-16,2024-01-21,C0074,Sipho Williams,Consumer,P1010,A4 Copy Paper Box,Office Supplies,Paper & Stationery,Mpumalanga,Inland,Emalahleni,Retail Store,Card,Standard,1,25.74,0.0,25.74,0.0,25.74,15.16,15.16,10.58,0.411,5,Not Returned
ORD100246,2023-01-31,2023-02-02,C0156,Nokuthula Mabena,Consumer,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,Mpumalanga,Inland,Mbombela,Corporate Account,Mobile Money,Standard,4,111.12,0.0,444.48,0.0,444.48,68.2,272.8,171.68,0.3862,2,Not Returned
ORD100247,2023-03-06,2023-03-08,C0282,Precious Mabena,Small Business,P1030,Dinner Set 16 Piece,Home & Kitchen,Dining,KwaZulu-Natal,Coastal,Umhlanga,Online,Cash,Standard,4,43.94,0.0,175.76,0.0,175.76,21.27,85.08,90.68,0.5159,2,Not Returned
ORD100248,2024-11-19,2024-11-23,C0248,Lerato Mabena,Consumer,P1009,HDMI Cable,Technology,Accessories,Free State,Inland,Sasolburg,Corporate Account,Card,Collection,1,6.13,0.0,6.13,0.0,6.13,2.99,2.99,3.14,0.5122,4,Not Returned
ORD100249,2025-06-26,2025-06-30,C0124,Brian Mokoena,Consumer,P1015,Desk Organiser,Office Supplies,Desk Accessories,Northern Cape,Inland,Upington,Corporate Account,EFT,Same Day,2,12.64,0.15,25.28,3.79,21.49,7.1,14.2,7.29,0.3392,4,Not Returned
ORD100250,2025-08-26,2025-08-29,C0370,Sibusiso Patel,Consumer,P1024,Reception Chair,Furniture,Chairs,Limpopo,Inland,Tzaneen,Retail Store,Card,Collection,1,50.71,0.1,50.71,5.07,45.64,36.37,36.37,9.27,0.2031,3,Not Returned
ORD100251,2025-12-20,2025-12-23,C0451,Precious Sibanda,Consumer,P1031,Corporate Shirt,Apparel,Workwear,Western Cape,Coastal,Bellville,Online,EFT,Same Day,1,17.44,0.0,17.44,0.0,17.44,7.24,7.24,10.2,0.5849,3,Not Returned
ORD100252,2024-04-28,2024-04-30,C0149,Lerato Mokoena,Small Business,P1015,Desk Organiser,Office Supplies,Desk Accessories,Eastern Cape,Coastal,Gqeberha,Online,Card,Collection,1,13.66,0.0,13.66,0.0,13.66,7.34,7.34,6.32,0.4627,2,Not Returned
ORD100253,2023-01-19,2023-01-25,C0381,Kabelo Sibanda,Consumer,P1008,External SSD 1TB,Technology,Storage,Western Cape,Coastal,George,Retail Store,Card,Collection,2,79.64,0.0,159.28,0.0,159.28,48.46,96.92,62.36,0.3915,6,Not Returned
ORD100254,2025-06-28,2025-06-30,C0154,Nandi Nkosi,Small Business,P1007,USB-C Dock,Technology,Accessories,Western Cape,Coastal,Stellenbosch,Call Centre,EFT,Standard,1,85.25,0.15,85.25,12.79,72.46,52.51,52.51,19.95,0.2753,2,Not Returned
ORD100255,2023-11-12,2023-11-13,C0321,Chipo Nkosi,Consumer,P1003,Business Laptop 15,Technology,Laptops,North West,Inland,Klerksdorp,Online,Mobile Money,Collection,1,625.33,0.0,625.33,0.0,625.33,417.65,417.65,207.68,0.3321,1,Not Returned
ORD100256,2024-12-12,2024-12-15,C0028,Sibusiso Mahlangu,Corporate,P1020,Office Desk 1200mm,Furniture,Desks,Western Cape,Coastal,George,Retail Store,Card,Standard,1,190.58,0.15,190.58,28.59,161.99,131.34,131.34,30.65,0.1892,3,Not Returned
ORD100257,2023-03-22,2023-03-25,C0348,Tendai Mathebula,Consumer,P1007,USB-C Dock,Technology,Accessories,Gauteng,Inland,Johannesburg,Retail Store,Card,Standard,1,95.65,0.0,95.65,0.0,95.65,53.7,53.7,41.95,0.4386,3,Not Returned
ORD100258,2024-12-13,2024-12-14,C0357,Mpho Mahlangu,Small Business,P1019,Ergonomic Chair,Furniture,Chairs,Western Cape,Coastal,Stellenbosch,Retail Store,Cash,Standard,1,136.84,0.05,136.84,6.84,130.0,97.45,97.45,32.55,0.2504,1,Not Returned
ORD100259,2024-11-04,2024-11-11,C0430,Blessing Naidoo,Consumer,P1013,Printer Toner Black,Office Supplies,Printing,Gauteng,Inland,Midrand,Corporate Account,EFT,Express,1,62.57,0.1,62.57,6.26,56.31,47.37,47.37,8.94,0.1588,7,Not Returned
ORD100260,2023-02-08,2023-02-10,C0196,Amina Moyo,Consumer,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,Northern Cape,Inland,Kimberley,Online,Card,Same Day,2,108.8,0.05,217.6,10.88,206.72,74.53,149.06,57.66,0.2789,2,Not Returned
ORD100261,2025-12-09,2025-12-15,C0065,Chipo Sibanda,Consumer,P1035,Rain Jacket,Apparel,Outerwear,Eastern Cape,Coastal,East London,Online,Card,Standard,2,38.39,0.0,76.78,0.0,76.78,20.95,41.9,34.88,0.4543,6,Not Returned
ORD100262,2023-07-23,2023-07-27,C0105,Zanele Maseko,Corporate,P1011,Premium Notebook,Office Supplies,Paper & Stationery,Mpumalanga,Inland,Mbombela,Retail Store,Card,Express,2,4.77,0.1,9.54,0.95,8.59,2.53,5.06,3.53,0.4109,4,Not Returned
ORD100263,2025-03-06,2025-03-16,C0318,Nokuthula Patel,Consumer,P1008,External SSD 1TB,Technology,Storage,Gauteng,Inland,Midrand,Online,Card,Express,1,74.71,0.1,74.71,7.47,67.24,48.63,48.63,18.61,0.2768,10,Not Returned
ORD100264,2025-07-22,2025-07-27,C0498,Thabo Dube,Consumer,P1012,Ballpoint Pen Pack,Office Supplies,Paper & Stationery,Western Cape,Coastal,George,Online,Cash,Standard,3,4.14,0.0,12.42,0.0,12.42,2.03,6.09,6.33,0.5097,5,Not Returned
ORD100265,2025-05-01,2025-05-04,C0484,Nomsa Maseko,Corporate,P1027,Toaster 4 Slice,Home & Kitchen,Small Appliances,Limpopo,Inland,Polokwane,Retail Store,EFT,Express,3,39.36,0.1,118.08,11.81,106.27,23.65,70.95,35.32,0.3324,3,Returned
ORD100266,2025-07-05,2025-07-08,C0127,Nokuthula Dube,Corporate,P1001,Laptop Pro 14,Technology,Laptops,Western Cape,Coastal,Bellville,Retail Store,Card,Standard,2,683.91,0.0,1367.82,0.0,1367.82,449.7,899.4,468.42,0.3425,3,Not Returned
ORD100267,2024-05-24,2024-05-27,C0471,Nandi Moyo,Small Business,P1027,Toaster 4 Slice,Home & Kitchen,Small Appliances,Gauteng,Inland,Johannesburg,Retail Store,Cash,Express,2,41.64,0.0,83.28,0.0,83.28,22.22,44.44,38.84,0.4664,3,Not Returned
ORD100268,2025-01-03,2025-01-06,C0058,Tendai Mthembu,Corporate,P1025,Microwave 30L,Home & Kitchen,Appliances,Gauteng,Inland,Pretoria,Online,Cash,Standard,1,87.63,0.0,87.63,0.0,87.63,62.46,62.46,25.17,0.2872,3,Not Returned
ORD100269,2025-10-30,2025-11-03,C0410,Rumbidzai Mathebula,Corporate,P1002,Laptop Lite 13,Technology,Laptops,KwaZulu-Natal,Coastal,Umhlanga,Retail Store,Card,Standard,2,468.81,0.05,937.62,46.88,890.74,383.71,767.42,123.32,0.1384,4,Not Returned
ORD100270,2024-10-26,2024-11-01,C0399,Lerato Nkosi,Small Business,P1020,Office Desk 1200mm,Furniture,Desks,Western Cape,Coastal,Bellville,Corporate Account,Card,Standard,1,183.85,0.0,183.85,0.0,183.85,128.9,128.9,54.95,0.2989,6,Not Returned
ORD100271,2024-03-14,2024-03-17,C0407,Rumbidzai Gumede,Consumer,P1033,Reflective Jacket,Apparel,Workwear,KwaZulu-Natal,Coastal,Durban,Online,Card,Same Day,2,21.23,0.05,42.46,2.12,40.34,12.07,24.14,16.2,0.4016,3,Not Returned
ORD100272,2023-01-01,2023-01-06,C0308,Nokuthula Mthembu,Small Business,P1035,Rain Jacket,Apparel,Outerwear,KwaZulu-Natal,Coastal,Umhlanga,Online,Mobile Money,Standard,4,35.45,0.1,141.8,14.18,127.62,20.31,81.24,46.38,0.3634,5,Returned
ORD100273,2023-11-03,2023-11-04,C0117,Nokuthula Williams,Corporate,P1017,Lever Arch File Pack,Office Supplies,Filing,Western Cape,Coastal,George,Corporate Account,Mobile Money,Standard,10,7.64,0.05,76.4,3.82,72.58,3.96,39.6,32.98,0.4544,1,Not Returned
ORD100274,2024-12-15,2024-12-17,C0249,Amina Chuma,Consumer,P1009,HDMI Cable,Technology,Accessories,Eastern Cape,Coastal,East London,Corporate Account,Card,Standard,1,6.35,0.0,6.35,0.0,6.35,2.93,2.93,3.42,0.5386,2,Not Returned
ORD100275,2025-12-11,2025-12-14,C0334,Rumbidzai Nkosi,Consumer,P1027,Toaster 4 Slice,Home & Kitchen,Small Appliances,Eastern Cape,Coastal,Mthatha,Retail Store,Cash,Standard,2,35.74,0.0,71.48,0.0,71.48,23.87,47.74,23.74,0.3321,3,Not Returned
ORD100276,2023-07-15,2023-07-17,C0490,Tendai Ndlovu,Consumer,P1035,Rain Jacket,Apparel,Outerwear,Mpumalanga,Inland,Emalahleni,Retail Store,Card,Standard,1,33.91,0.0,33.91,0.0,33.91,20.44,20.44,13.47,0.3972,2,Not Returned
ORD100277,2024-11-15,2024-11-19,C0021,Farai Dube,Consumer,P1002,Laptop Lite 13,Technology,Laptops,Gauteng,Inland,Johannesburg,Corporate Account,Cash,Standard,1,442.26,0.15,442.26,66.34,375.92,358.2,358.2,17.72,0.0471,4,Not Returned
ORD100278,2023-01-24,2023-01-27,C0430,Blessing Naidoo,Consumer,P1015,Desk Organiser,Office Supplies,Desk Accessories,Gauteng,Inland,Midrand,Retail Store,Card,Express,5,12.55,0.1,62.75,6.28,56.47,7.02,35.1,21.37,0.3784,3,Returned
ORD100279,2024-10-31,2024-11-07,C0112,Nomsa Mabena,Consumer,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,KwaZulu-Natal,Coastal,Umhlanga,Retail Store,Card,Standard,2,109.32,0.0,218.64,0.0,218.64,69.11,138.22,80.42,0.3678,7,Returned
ORD100280,2024-12-07,2024-12-09,C0443,Nomsa Mahlangu,Consumer,P1028,Air Fryer 5L,Home & Kitchen,Appliances,Gauteng,Inland,Johannesburg,Online,Card,Express,2,116.52,0.1,233.04,23.3,209.74,72.12,144.24,65.5,0.3123,2,Not Returned
ORD100281,2025-03-28,2025-03-31,C0154,Nandi Nkosi,Small Business,P1029,Cookware Set,Home & Kitchen,Cookware,Western Cape,Coastal,Stellenbosch,Retail Store,Cash,Standard,1,75.59,0.1,75.59,7.56,68.03,51.79,51.79,16.24,0.2387,3,Not Returned
ORD100282,2024-02-10,2024-02-13,C0166,Farai Ndlovu,Consumer,P1022,Filing Cabinet 4 Drawer,Furniture,Storage,Western Cape,Coastal,Bellville,Retail Store,Cash,Standard,2,110.57,0.0,221.14,0.0,221.14,66.84,133.68,87.46,0.3955,3,Not Returned
ORD100283,2023-05-27,2023-05-31,C0277,Rumbidzai Mthembu,Small Business,P1021,Boardroom Table,Furniture,Tables,Western Cape,Coastal,Cape Town,Retail Store,Card,Standard,1,476.45,0.0,476.45,0.0,476.45,323.26,323.26,153.19,0.3215,4,Not Returned
ORD100284,2025-01-18,2025-01-20,C0159,Lerato Mokoena,Consumer,P1013,Printer Toner Black,Office Supplies,Printing,North West,Inland,Rustenburg,Online,Card,Same Day,1,69.78,0.0,69.78,0.0,69.78,46.86,46.86,22.92,0.3285,2,Not Returned
ORD100285,2025-06-24,2025-06-26,C0250,Kabelo Patel,Corporate,P1029,Cookware Set,Home & Kitchen,Cookware,North West,Inland,Mahikeng,Online,EFT,Standard,2,78.58,0.2,157.16,31.43,125.73,55.16,110.32,15.41,0.1226,2,Not Returned
ORD100286,2024-06-02,2024-06-04,C0429,Kabelo Chuma,Consumer,P1006,Keyboard Combo,Technology,Accessories,Gauteng,Inland,Soweto,Corporate Account,Cash,Standard,2,21.93,0.05,43.86,2.19,41.67,12.01,24.02,17.65,0.4236,2,Not Returned
ORD100287,2023-08-16,2023-08-20,C0432,Thabo Chuma,Small Business,P1009,HDMI Cable,Technology,Accessories,Gauteng,Inland,Midrand,Corporate Account,Card,Standard,4,6.2,0.0,24.8,0.0,24.8,3.2,12.8,12.0,0.4839,4,Not Returned
ORD100288,2024-06-13,2024-06-14,C0175,Nokuthula Mthembu,Consumer,P1032,Safety Shoes,Apparel,Footwear,Gauteng,Inland,Soweto,Retail Store,EFT,Standard,1,42.03,0.0,42.03,0.0,42.03,26.23,26.23,15.8,0.3759,1,Not Returned
ORD100289,2023-07-08,2023-07-09,C0353,Tariro Khumalo,Small Business,P1035,Rain Jacket,Apparel,Outerwear,Gauteng,Inland,Midrand,Retail Store,Card,Express,2,36.5,0.1,73.0,7.3,65.7,18.76,37.52,28.18,0.4289,1,Not Returned
ORD100290,2025-11-25,2025-11-29,C0453,Amina Mthembu,Consumer,P1033,Reflective Jacket,Apparel,Workwear,Western Cape,Coastal,Bellville,Corporate Account,Card,Collection,2,18.59,0.05,37.18,1.86,35.32,10.46,20.92,14.4,0.4077,4,Not Returned
ORD100291,2025-03-02,2025-03-12,C0195,Sibusiso Mahlangu,Corporate,P1026,Kettle Stainless Steel,Home & Kitchen,Small Appliances,Mpumalanga,Inland,Mbombela,Online,Card,Collection,3,26.41,0.05,79.23,3.96,75.27,14.23,42.69,32.58,0.4328,10,Not Returned
ORD100292,2025-07-03,2025-07-04,C0104,Nandi Moyo,Small Business,P1014,Ink Cartridge Colour,Office Supplies,Printing,KwaZulu-Natal,Coastal,Pinetown,Online,Card,Standard,3,28.22,0.0,84.66,0.0,84.66,19.48,58.44,26.22,0.3097,1,Not Returned
ORD100293,2024-11-14,2024-11-16,C0075,Zanele Gumede,Small Business,P1033,Reflective Jacket,Apparel,Workwear,KwaZulu-Natal,Coastal,Umhlanga,Retail Store,Card,Standard,2,19.12,0.05,38.24,1.91,36.33,11.54,23.08,13.25,0.3647,2,Returned
