Customer_ID,Customer_Name,Segment,Province,Region_Group,City,Customer_Since
C0325,Kabelo Ndlovu,Corporate,Gauteng,Inland,Soweto,2020-05-30
C0326,Kabelo Mathebula,Consumer,KwaZulu-Natal,Coastal,Durban,2020-09-20
C0327,Lerato Mabena,Consumer,Northern Cape,Inland,Upington,2024-03-26
C0328,Amina Mahlangu,Corporate,Western Cape,Coastal,Cape Town,2020-04-02
C0329,Tendai Patel,Corporate,Mpumalanga,Inland,Middelburg,2022-07-24
C0330,Amina Mathebula,Consumer,North West,Inland,Mahikeng,2020-11-28
C0331,Kabelo Williams,Corporate,KwaZulu-Natal,Coastal,Pinetown,2023-12-22
C0332,Nandi Williams,Consumer,Gauteng,Inland,Soweto,2023-10-11
C0333,Lerato Gumede,Corporate,Mpumalanga,Inland,Middelburg,2024-11-21
C0334,Rumbidzai Nkosi,Consumer,Eastern Cape,Coastal,Mthatha,2023-03-28
C0335,Nokuthula Ndlovu,Corporate,Gauteng,Inland,Midrand,2020-10-29
C0336,Nokuthula Ndlovu,Corporate,Eastern Cape,Coastal,Gqeberha,2020-02-08
C0337,Nomsa Chuma,Consumer,Western Cape,Coastal,Bellville,2022-04-20
C0338,Precious Nkosi,Small Business,Free State,Inland,Bloemfontein,2023-12-16
C0339,Amina Mathebula,Consumer,Western Cape,Coastal,Stellenbosch,2022-12-12
C0340,Kabelo Chuma,Small Business,Western Cape,Coastal,George,2023-01-23
C0341,Blessing Naidoo,Corporate,Gauteng,Inland,Pretoria,2021-07-25
C0342,Sibusiso Williams,Consumer,Northern Cape,Inland,Upington,2024-04-28
C0343,Chipo Mahlangu,Corporate,Western Cape,Coastal,Stellenbosch,2021-12-15
C0344,Sibusiso Naidoo,Consumer,KwaZulu-Natal,Coastal,Pinetown,2022-03-19
C0345,Blessing Patel,Consumer,Gauteng,Inland,Johannesburg,2021-12-10
C0346,Nomsa Naidoo,Corporate,Gauteng,Inland,Soweto,2023-02-25
C0347,Mpho Patel,Consumer,Free State,Inland,Bloemfontein,2021-05-11
C0348,Tendai Mathebula,Consumer,Gauteng,Inland,Johannesburg,2022-04-26
C0349,Farai Nkosi,Consumer,Mpumalanga,Inland,Mbombela,2023-02-01
C0350,Sipho Gumede,Corporate,Limpopo,Inland,Tzaneen,2022-09-04
C0351,Zanele Williams,Consumer,Eastern Cape,Coastal,Gqeberha,2023-08-28
C0352,Nandi Sibanda,Corporate,Free State,Inland,Bloemfontein,2020-12-24
C0353,Tariro Khumalo,Small Business,Gauteng,Inland,Midrand,2024-06-01
C0354,Brian Khumalo,Small Business,Northern Cape,Inland,Upington,2024-11-30
C0355,Tendai Moyo,Consumer,KwaZulu-Natal,Coastal,Umhlanga,2021-08-05
C0356,Nomsa Mathebula,Consumer,North West,Inland,Klerksdorp,2022-08-16
C0357,Mpho Mahlangu,Small Business,Western Cape,Coastal,Stellenbosch,2023-08-20
C0358,Mpho Khumalo,Consumer,Western Cape,Coastal,George,2023-03-08
C0359,Zanele Khumalo,Corporate,KwaZulu-Natal,Coastal,Pinetown,2024-08-20
C0360,Tariro Mathebula,Consumer,Western Cape,Coastal,Cape Town,2021-01-13
C0361,Amina Nkosi,Consumer,Gauteng,Inland,Soweto,2022-02-24
C0362,Nokuthula Mokoena,Small Business,North West,Inland,Mahikeng,2023-04-07
C0363,Nandi Moyo,Consumer,Western Cape,Coastal,Bellville,2020-05-07
C0364,Lerato Mokoena,Consumer,Western Cape,Coastal,George,2023-11-14
C0365,Lerato Williams,Consumer,Gauteng,Inland,Pretoria,2022-09-06
C0366,Amina Mokoena,Corporate,KwaZulu-Natal,Coastal,Pinetown,2023-12-08
C0367,Sibusiso Nkosi,Small Business,Mpumalanga,Inland,Mbombela,2024-04-09
C0368,Nokuthula Maseko,Corporate,KwaZulu-Natal,Coastal,Umhlanga,2020-06-08
C0369,Nandi Dube,Consumer,KwaZulu-Natal,Coastal,Pietermaritzburg,2023-03-18
C0370,Sibusiso Patel,Consumer,Limpopo,Inland,Tzaneen,2020-08-26
C0371,Zanele Nkosi,Consumer,KwaZulu-Natal,Coastal,Durban,2022-07-17
C0372,Amina Mathebula,Consumer,KwaZulu-Natal,Coastal,Pinetown,2023-10-09
C0373,Chipo Moyo,Consumer,Mpumalanga,Inland,Middelburg,2021-03-22
C0374,Nandi Maseko,Consumer,Western Cape,Coastal,Cape Town,2023-01-13
C0375,Tendai Maseko,Small Business,Western Cape,Coastal,George,2022-04-17
C0376,Sipho Patel,Small Business,Northern Cape,Inland,Upington,2022-02-05
C0377,Kabelo Mokoena,Small Business,Limpopo,Inland,Tzaneen,2020-06-13
C0378,Sibusiso Patel,Corporate,Western Cape,Coastal,Bellville,2023-01-05
C0379,Kabelo Mathebula,Consumer,Northern Cape,Inland,Kimberley,2024-03-28
C0380,Rumbidzai Williams,Consumer,Free State,Inland,Welkom,2022-12-25
C0381,Kabelo Sibanda,Consumer,Western Cape,Coastal,George,2021-01-21
C0382,Lerato Ndlovu,Small Business,Western Cape,Coastal,Cape Town,2021-05-07
C0383,Zanele Maseko,Consumer,Gauteng,Inland,Johannesburg,2021-05-16
C0384,Tendai Mabena,Consumer,KwaZulu-Natal,Coastal,Durban,2020-10-13
C0385,Precious Williams,Consumer,North West,Inland,Klerksdorp,2021-10-15
C0386,Nandi Chuma,Consumer,Limpopo,Inland,Thohoyandou,2022-12-03
C0387,Nokuthula Gumede,Consumer,Gauteng,Inland,Pretoria,2023-07-06
C0388,Tariro Nkosi,Consumer,Western Cape,Coastal,Stellenbosch,2024-05-28
C0389,Precious Chuma,Corporate,Western Cape,Coastal,George,2022-02-09
C0390,Sipho Nkosi,Consumer,Gauteng,Inland,Pretoria,2024-07-08
C0391,Nomsa Ndlovu,Corporate,Northern Cape,Inland,Kimberley,2022-03-06
C0392,Nokuthula Naidoo,Consumer,Eastern Cape,Coastal,East London,2024-09-30
C0393,Blessing Maseko,Corporate,Mpumalanga,Inland,Mbombela,2021-07-03
C0394,Kabelo Ndlovu,Small Business,Gauteng,Inland,Pretoria,2022-09-08
C0395,Zanele Chuma,Consumer,Limpopo,Inland,Polokwane,2021-01-24
C0396,Lerato Nkosi,Small Business,Eastern Cape,Coastal,Mthatha,2021-02-22
C0397,Kabelo Sibanda,Corporate,Mpumalanga,Inland,Emalahleni,2022-08-12
C0398,Sibusiso Mthembu,Consumer,Western Cape,Coastal,Stellenbosch,2022-08-12
C0399,Lerato Nkosi,Small Business,Western Cape,Coastal,Bellville,2022-01-29
C0400,Farai Gumede,Consumer,Limpopo,Inland,Thohoyandou,2020-10-25
C0401,Rumbidzai Naidoo,Corporate,KwaZulu-Natal,Coastal,Pinetown,2021-08-27
C0402,Amina Mahlangu,Consumer,Western Cape,Coastal,Bellville,2022-10-19
C0403,Sibusiso Chuma,Consumer,Mpumalanga,Inland,Middelburg,2023-08-07
C0404,Brian Mokoena,Consumer,Mpumalanga,Inland,Mbombela,2020-10-13
C0405,Sibusiso Nkosi,Consumer,Limpopo,Inland,Thohoyandou,2020-04-30
C0406,Precious Ndlovu,Small Business,Gauteng,Inland,Johannesburg,2024-04-14
C0407,Rumbidzai Gumede,Consumer,KwaZulu-Natal,Coastal,Durban,2023-12-19
C0408,Amina Moyo,Consumer,Western Cape,Coastal,Cape Town,2023-06-19
C0409,Kudzai Nkosi,Corporate,Gauteng,Inland,Midrand,2020-01-25
C0410,Rumbidzai Mathebula,Corporate,KwaZulu-Natal,Coastal,Umhlanga,2020-02-05
C0411,Precious Gumede,Small Business,Limpopo,Inland,Polokwane,2020-07-16
C0412,Precious Patel,Consumer,KwaZulu-Natal,Coastal,Umhlanga,2024-07-27
C0413,Blessing Naidoo,Small Business,Gauteng,Inland,Midrand,2022-07-29
C0414,Nandi Sibanda,Small Business,Gauteng,Inland,Johannesburg,2023-08-31
C0415,Tendai Maseko,Consumer,Western Cape,Coastal,Stellenbosch,2020-04-24
C0416,Rumbidzai Khumalo,Consumer,Mpumalanga,Inland,Middelburg,2024-05-25
C0417,Farai Dube,Small Business,North West,Inland,Rustenburg,2021-03-08
C0418,Nandi Nkosi,Consumer,North West,Inland,Klerksdorp,2021-07-28
C0419,Sibusiso Ndlovu,Consumer,Limpopo,Inland,Polokwane,2021-02-28
C0420,Nandi Patel,Small Business,Free State,Inland,Welkom,2020-06-06
C0421,Chipo Khumalo,Corporate,KwaZulu-Natal,Coastal,Pinetown,2023-10-18
C0422,Sibusiso Chuma,Consumer,Free State,Inland,Sasolburg,2024-01-23
C0423,Thabo Mathebula,Corporate,Western Cape,Coastal,Cape Town,2022-06-14
C0424,Nokuthula Maseko,Consumer,Free State,Inland,Sasolburg,2022-03-23
C0425,Farai Moyo,Corporate,Mpumalanga,Inland,Emalahleni,2022-10-01
C0426,Nokuthula Mthembu,Corporate,Western Cape,Coastal,Bellville,2023-10-24
C0427,Nandi Mabena,Consumer,KwaZulu-Natal,Coastal,Pietermaritzburg,2023-12-31
C0428,Thabo Maseko,Consumer,Western Cape,Coastal,Bellville,2024-02-23
C0429,Kabelo Chuma,Consumer,Gauteng,Inland,Soweto,2022-06-29
C0430,Blessing Naidoo,Consumer,Gauteng,Inland,Midrand,2022-07-08
C0431,Sibusiso Mathebula,Consumer,Gauteng,Inland,Soweto,2023-02-09
C0432,Thabo Chuma,Small Business,Gauteng,Inland,Midrand,2022-03-05
C0433,Thabo Sibanda,Corporate,Gauteng,Inland,Midrand,2020-12-13
C0434,Amina Naidoo,Consumer,KwaZulu-Natal,Coastal,Durban,2020-12-08
C0435,Tariro Naidoo,Consumer,Western Cape,Coastal,Cape Town,2022-01-09
C0436,Mpho Sibanda,Corporate,KwaZulu-Natal,Coastal,Pietermaritzburg,2022-07-26
C0437,Lerato Patel,Consumer,North West,Inland,Mahikeng,2024-09-19
C0438,Kudzai Mabena,Small Business,Western Cape,Coastal,George,2022-05-31
C0439,Kudzai Patel,Consumer,KwaZulu-Natal,Coastal,Pietermaritzburg,2022-09-08
C0440,Farai Khumalo,Small Business,Northern Cape,Inland,Upington,2024-02-14
C0441,Brian Sibanda,Consumer,Gauteng,Inland,Midrand,2022-01-17
C0442,Lerato Mahlangu,Corporate,KwaZulu-Natal,Coastal,Durban,2024-01-29
C0443,Nomsa Mahlangu,Consumer,Gauteng,Inland,Johannesburg,2024-08-04
C0444,Tariro Nkosi,Consumer,Gauteng,Inland,Soweto,2023-09-10
C0445,Amina Gumede,Small Business,Gauteng,Inland,Midrand,2023-04-07
C0446,Kabelo Mathebula,Small Business,Limpopo,Inland,Tzaneen,2023-01-18
C0447,Tendai Mthembu,Corporate,Mpumalanga,Inland,Middelburg,2023-07-30
C0448,Thabo Dube,Small Business,Eastern Cape,Coastal,East London,2020-12-06
C0449,Kudzai Ndlovu,Corporate,Eastern Cape,Coastal,Mthatha,2022-03-29
C0450,Farai Gumede,Consumer,Gauteng,Inland,Pretoria,2022-11-11
C0451,Precious Sibanda,Consumer,Western Cape,Coastal,Bellville,2021-12-07
C0452,Rumbidzai Nkosi,Consumer,Western Cape,Coastal,Cape Town,2020-08-25
C0453,Amina Mthembu,Consumer,Western Cape,Coastal,Bellville,2022-12-03
C0454,Brian Mthembu,Consumer,Western Cape,Coastal,Stellenbosch,2021-10-15
C0455,Thabo Williams,Consumer,Free State,Inland,Bloemfontein,2024-10-05
C0456,Farai Dube,Corporate,Gauteng,Inland,Pretoria,2022-11-22
C0457,Sipho Khumalo,Consumer,Western Cape,Coastal,Stellenbosch,2021-04-19
C0458,Kabelo Khumalo,Consumer,Eastern Cape,Coastal,East London,2020-02-29
C0459,Kudzai Mahlangu,Consumer,Western Cape,Coastal,Cape Town,2023-12-14
C0460,Zanele Mahlangu,Consumer,Eastern Cape,Coastal,Gqeberha,2023-03-28
C0461,Lerato Khumalo,Consumer,Gauteng,Inland,Johannesburg,2021-06-21
C0462,Brian Mathebula,Small Business,Gauteng,Inland,Midrand,2023-06-05
C0463,Kabelo Dube,Consumer,Mpumalanga,Inland,Middelburg,2020-12-19
C0464,Chipo Maseko,Corporate,Gauteng,Inland,Pretoria,2021-09-17
C0465,Lerato Khumalo,Consumer,Gauteng,Inland,Midrand,2022-05-06
C0466,Kudzai Patel,Corporate,Western Cape,Coastal,Stellenbosch,2023-07-25
C0467,Sibusiso Khumalo,Corporate,Western Cape,Coastal,Bellville,2021-01-18
C0468,Farai Mokoena,Corporate,Limpopo,Inland,Polokwane,2022-09-19
C0469,Amina Mahlangu,Small Business,Northern Cape,Inland,Upington,2022-04-17
C0470,Brian Gumede,Corporate,Western Cape,Coastal,Bellville,2020-06-18
C0471,Nandi Moyo,Small Business,Gauteng,Inland,Johannesburg,2021-07-16
C0472,Nokuthula Williams,Consumer,Western Cape,Coastal,Stellenbosch,2023-01-30
C0473,Precious Dube,Corporate,Gauteng,Inland,Soweto,2023-01-15
C0474,Tendai Mokoena,Corporate,Northern Cape,Inland,Kimberley,2024-02-16
C0475,Nokuthula Williams,Small Business,Gauteng,Inland,Soweto,2021-12-14
C0476,Thabo Mokoena,Small Business,Gauteng,Inland,Pretoria,2021-03-05
C0477,Nandi Mthembu,Small Business,KwaZulu-Natal,Coastal,Pinetown,2020-12-05
C0478,Kudzai Patel,Small Business,Mpumalanga,Inland,Mbombela,2023-03-13
C0479,Blessing Naidoo,Corporate,Gauteng,Inland,Soweto,2021-08-15
C0480,Nandi Naidoo,Small Business,KwaZulu-Natal,Coastal,Durban,2020-10-04
C0481,Tariro Ndlovu,Small Business,Limpopo,Inland,Polokwane,2023-12-07
C0482,Amina Sibanda,Consumer,Western Cape,Coastal,Bellville,2024-04-08
C0483,Kabelo Nkosi,Consumer,KwaZulu-Natal,Coastal,Pinetown,2022-02-07
C0484,Nomsa Maseko,Corporate,Limpopo,Inland,Polokwane,2022-04-05
C0485,Precious Naidoo,Corporate,Limpopo,Inland,Tzaneen,2022-09-26
C0486,Farai Moyo,Small Business,Mpumalanga,Inland,Mbombela,2024-02-05
C0487,Nomsa Mthembu,Small Business,Mpumalanga,Inland,Emalahleni,2021-03-22
C0488,Tariro Mahlangu,Consumer,Western Cape,Coastal,George,2021-11-22
C0489,Sibusiso Patel,Corporate,Western Cape,Coastal,George,2023-10-29
C0490,Tendai Ndlovu,Consumer,Mpumalanga,Inland,Emalahleni,2020-02-03
C0491,Lerato Khumalo,Consumer,Gauteng,Inland,Midrand,2021-02-18
C0492,Amina Williams,Consumer,North West,Inland,Mahikeng,2020-07-10
C0493,Blessing Naidoo,Consumer,Eastern Cape,Coastal,Mthatha,2020-12-04
C0494,Tendai Mabena,Corporate,Free State,Inland,Bloemfontein,2022-05-29
C0495,Thabo Dube,Consumer,Western Cape,Coastal,Bellville,2023-04-30
C0496,Nokuthula Mathebula,Corporate,Gauteng,Inland,Soweto,2024-07-31
C0497,Lerato Gumede,Corporate,Western Cape,Coastal,Bellville,2022-02-23
C0498,Thabo Dube,Consumer,Western Cape,Coastal,George,2020-10-07
C0499,Kabelo Patel,Corporate,Eastern Cape,Coastal,Gqeberha,2022-12-22
C0500,Nandi Moyo,Corporate,Gauteng,Inland,Soweto,2024-01-19
